Spanish_text,English_text
"La presente tesis doctoral tiene como objetivos principales examinar los vínculos entre la trata de seres humanos y la corrupción, y analizar críticamente la respuesta del Derecho Penal frente a la participación de funcionarios públicos en la trata. Para ello, se aborda, en primer lugar, la evolución de la normativa internacional en la materia, el concepto de trata de personas y el de corrupción. De este modo, se delimita con claridad qué se entiende, en el plano teórico, por conductas corruptas relacionadas con la trata. Posteriormente, se aporta una descripción criminológica del fenómeno de la corrupción relacionada con la trata en Europa. Esto permite entender mejor quién, cómo y cuándo puede llevar a cabo estas conductas. Partiendo de esta información, se estudia la respuesta penal frente a la corrupción relacionada con la trata en España, a través del análisis dogmático del el artículo 177 bis 5 del Código penal y la jurisprudencia en la materia. Finalmente, con toda la información obtenida, se proponen medidas para mejorar la represión y prevención de estas conductas, destacando la importancia de abandonar la perspectiva meramente criminocéntrica","This doctoral thesis has two main objectives: to examine the links between human trafficking and corruption, and to analyse the Criminal Law response to public officials’ involvement in trafficking. To do so, it first addresses the evolution of international regulations related to this topic, as well as the concepts of human trafficking and corruption. Thus, the concept of trafficking-related corruption is clearly delimited on a theoretical level. Subsequently, this thesis offers a criminological description of human trafficking-related corruption practices in Europe. This allows for a better understanding of how, when and by whom these conducts can be carried out. In the light of this data, the Criminal Law response to trafficking-related corruption in Spain is critically analysed, focussing on the scope of application of article 177 bis 5 of the Spanish Criminal Code and case-law on this topic. Finally, with all the information obtained, some measures to improve the investigation, prosecution and prevention of these behaviours are suggested, highlighting the importance of abandoning a purely crime-centred approach."
El objetivo general de esta investigación analizar la fuerza muscular de las extremidades superiores e inferiores en una población infantil y adolescente del estado de Sonora (México) y comparar su evolución en función de la edad cronológica y el sexo utilizando para ello el test de 1RM y un test de potencia muscular con cargas submáximas.La investigación se llevó a cabo mediante dos estudios: el primero para determinar la repetitividad del sistema de medida empleado en la población objeto de estudio. El segundo consistió en estudiar la evolución de las distintas manifestaciones de la fuerza a lo largo de las distintas edades analizadas.,"The main goal is to analyze the muscular strength of the upper and lower extremities in a child and adolescent population of the state of Sonora (Mexico) and to compare its evolution based on chronological age and sex using the 1RM test and a muscle power test with submaximal loads.The research was carried out through two studies: the first to determine the repeatability of the measurement system used in the population under study.The second one, consisted of studying the evolution of the different manifestations of force throughout the different ages analyzed."
"La situación medioambiental actual conllevó a un aumento de 1a conciencia ciudadana y política sobre la importancia de la recuperación de recursos a partir de residuos. En este trabajo se aborda el estudio de la valorización de diferentes residuos orgánicos a través de la fernentación acidogénica para producir ácidos grasos volátiles (AGV). Los AGV son compuestos de alto valor añadido en el mercado con múltiples aplicaciones en la industria biotecnológica. Para la presente tesis se seleccionaron residuos orgánicos procedentes de diferentes orígenes agro industriales y urbanos generados en grandes cantidades en Galicia. Se evalúo el potencial acidogénico de estos residuos tanto en experimentos en modo discontinuo ( experimentos en batch) como en régimen semicontinuo en reactores a escala laboratorio. Además, se estudió el efecto de diferentes parámetros como el pH, la temperatura y el tiempo de retención hidráulico, entre otros, sobre la producción de AGV. También se realizaron estudios donde se evaluó el efecto de la co-digestión entre residuos de diferente origen en la fermentación acidogénica. Además, se determinaron las poblaciones microbianas implicadas en el proceso de producción de AGV mediante técnicas de secuenciación masiva.","The current envirorunental situation led to an increase in public and political awareness of the importance of recovering resources from waste. This work addresses the study of the valorization of different organic wastes through acidogenic ferrnentation to produce volatile fatty acids (VFA). VFA are compounds with high added value in the market with many applications in the biotechnology industry. For the present thesis organic wastes from different agro-industrial and urban origins, generated in big quantities in Galicia, were selected. The acidogenic potential ofthese wastes was evaluated both in discontinuous mode (batch experiments) and in semi-continuous mode in laboratory-scale reactors. In addition, the effect of different parameters, such as pH, temperature, and hydraulic retention time, among others, on VF A production was studied. Studies were also carried out to evaluate the effect of co-digestion between wastes from different source on the VF A production. Moreover, the microbial populations involved in the acidogenic fennentation process were determined using next generation sequencing techniques."
"El objetivo general de este trabajo ha sido el de analizar el efecto del entrenamiento de fuerza de larga duración sobre el grado de simetría volumétrica y el linfedema de las extremidades superiores en mujeres supervivientes al cáncer de mama.La conclusión general es que el entrenamiento de larga duración no aumenta la incidencia de linfedema, y el estado clínico de las pacientes que presentan linfedema tiende a mejorar.","The general objective of this work has been to analyze the effect of longǦterm strength training on the degree of volumetric symmetry and lymphedema of the upper extremities in breast cancer survivors.It is concluded that the method of determining perimeters has a high repetitiveness intraobserver, and determines the importance of knowing the change minimally detectable by this method, which is not the same depending on the segment of the limb considered."
"La presente tesis pretende realizar el estudio del léxico en el siglo XVII en la comarca de Tierra de Campos, una zona de gran interés desde el punto de vista diatópico, pues es un área de confluencia entre las variantes históricamente leonesas y castellanas. Para ello se pretende crear un corpus documental a partir de textos notariales inéditos que se caracterizan por su riqueza léxica: inventarios, cartas de dote, almonedas, partijas, testamentos... Estos datos se han obtenido a partir de la selección de inventarios en protocolos notariales pertenecientes a los partidos judiciales de Sahagún, Valderas, Frechilla, Medina de Rioseco y Villalpando, localidades representativas de la Tierra de Campos.Hasta hace muy poco, el periodo que ocupa nuestro estudio se caracterizaba por carecer de un corpus específico de las diferentes zonas, es decir, las referencias léxicas de las que se disponía procedían exclusivamente de obras literarias y técnicas, siempre haciendo referencia a un estadio culto y normativo de la lengua, escapándose así la variedad dialectal. Sin embargo, desde hace unos años, contamos con el Corpus Léxico de Inventarios (CorLexIn), un corpus textual que atesora documentos notariales del siglo XVII y pertenecientes a todo el ámbito hispánico. Esta herramienta va a permitir contrastar los datos obtenidos de Tierra de Campos con el resto de la Península.","The current thesis intends to study the lexicon of the Tierra de Campos region, an area of great interest from a diatopic point of view, as it is an area of confluence between the variants historically originated from León and Castile. In order to do so, the aim is to create a documentary corpus from unpublished notarial texts that are characterised by their lexical richness: inventories, dowry letters, documents from clearance sales, distribution of inheritances, testaments… These data have been obtained from a selection of inventories in notarial registries belonging to the judicial districts of Sahagún, Valderas, Frechilla, Medina de Rioseco and Villalpando, representative localities of Tierra de Campos.Ourstudy is concerned with a period of history that lacked a specific corpusforthe different areas until quite recently, that is, the only lexical references available came exclusively from literary and technical works, always alluding to the standard literate language, therefore failing to acknowledge the dialectal variety. However, we have the Corpus Léxico de Inventarios or CorLexIn (Lexical Corpus of Inventories), a textual corpusthat treasures notarial documentsfrom the 17th century belonging to the whole Spanish‐speaking world. This tool will allow us to compare the data obtained in Tierra de Campos with those of the rest of Spain."
"El presente trabajo de tesis doctoral está centrado en la detección de granos de polen en imágenes palinológicas tomadas de muestras estándar utilizando técnicas de aprendizaje profundo. La localización y clasificación de granos de polen es una tarea manual, muy laboriosa, que llevan a cabo palinólogos experimentados para estimar las concentraciones de los tipos de polen atmosférico presentes en distintas áreas geográficas. Este proceso se realiza a partir de muestras obtenidas en captadores de partículas aerobiológicas que, tras un procesamiento, deben visualizarse con un microscopio óptico. La estimación de los distintos tipos de polen resulta de gran utilidad en varios campos de la ciencia como en alergología, agricultura, ciencias forenses o paleopalinología. Desde el año 2012 el campo de la inteligencia artificial ha experimentado un desarrollo muy importante en detección de objetos en imágenes, gracias al exitoso desarrollo de técnicas basadas en redes neuronales convolucionales. Parte del éxito logrado se ha debido a la aparición en el mercado de unidades de procesamiento gráfico con grandes capacidades de cálculo paralelo, pero también resultó importante la recopilación de grandes conjuntos de imágenes clasificadas. Esta tesis doctoral tiene por objetivo principal evaluar la idoneidad de un método basado en redes neuronales convolucionales, que permita realizar la localización y detección de granos de varios tipos de polen de forma robusta. Consideramos éste un primer paso para desarrollar un sistema que pudiese servir de ayuda en un laboratorio de palinología.","This doctoral thesis is focused on the detection of pollen grains in palynological images from standard samples, using deep learning techniques. The localization and classification of pollen grains is a very laborious manual task, which is carried out by experienced palynologists to estimate the concentrations of the different types of atmospheric pollen present in given geographic areas. This process is performed on the basis of samples obtained in aerobiological particle collectors, which after processing, must be visualized with an optical microscope. The estimation of the different pollen types is very useful in several areas of science such as allergology, agriculture, forensic science or paleopalinology. Since 2012, the field of artificial intelligence has achieved a very important progress in image object detection, thanks to the successful development of techniques based on convolutional neural networks. Part of the success achieved has been due to the appearance on the market of graphics processing units with large parallel computing capabilities, but the collection of large sets of classified images was also important. The main objective of this doctoral thesis is to evaluate the suitability of a method based on convolutional neural networks for the localization and detection of grains of pollen of various types in a robust way. This method is considered a first step in the development of a system that could be helpful in a palinology laboratory."
"¿Cuál es la manera de ser de este ser que –en cuanto humano– sólo existe comprendiendo?, ¿cuál es la manera en la que el ser humano está situado en el ser, antes de que este se le oponga como un objeto erigido frente a un sujeto y que hay que comprender?, ¿tiene algo que ver esta manera de ser con la experimentación del arte y, en concreto, de las artes in itinere o artes en movimiento? Son los planteamientos de fondo que a lo largo de ocho capítulos se analizan y se debaten, a través de un recorrido itinerante, pero metódico, que transcurre, en su mayor parte, desde el horizonte que otorga la noción de límite de la filosofía de Eugenio Trías (1942-2013).Para ello, ha sido necesario realizar un exhaustivo análisis de la filosofía del límite por él propuesta tal y como se refleja en los capítulos centrales del trabajo. A lo largo de este recorrido se han ido alcanzando hitos intermedios en forma de comprensiones que han ido consolidando el itinerario emprendido, siendo estas de dos tipos. Por un lado, hemos encontrado conexiones de la filosofía del límite con otras filosofías –el ejemplo más relevante, aunque no el único, es la conexión con la fenomenología del cuerpo de Merleau-Ponty. Por otro, hemos cristalizado estas comprensiones en nociones como la disposición afectiva necesaria en el ser humano para experimentar de manera auténtica el arte (y, en último término, para vivir éticamente) y el círculo estético-hermenéutico y la espiral éstético-hermenéutica, estos dos últimos, haciendo referencia a la dinámica universal de la comprensión y la comunicación en el ser humano.Estos hitos intermedios resuenan al final del trabajo donde se ha intentado crear una sinfonía (Trías) con las notas halladas durante el itinerario, de tal manera que la melodía final suene de manera armónica y agradable (bella, en suma). O bien, podemos considerar esta parte final como una danza con los pasos de baile aprendidos de manera correcta durante el ensayo que ha supuesto la elaboración del trabajo. La letra de esta melodía final se escucha de fondo hablándonos de la necesidad de orientarnos permanentemente hacia el horizonte que el límite nos ofrece, para experimentar (crear y recepcionar) de manera auténtica el arte pero, también, sobre todo, para la consecución de una manera de ser y de vivir más ética (libre y justa). Esto implica, defendemos, una disposición afectiva específica, cuya esencia es la que tratamos de averiguar en este trabajo.","What is the way of being of that being which, insofar as it is human, only exists through understanding?, what is the way in which humans are situated in being, prior to confronting being as an object which must be understood?, does this way have something to do with the experimentation which may be found in art and, more concretely, the art of movement? These questions are analysed and debated throughout eight chapters in a methodical discussion which takes its origin from the notion of limit in the philosophy of Eugenio Trías (1942-2013).In order to answers these questions, an exhaustive analysis of the philosophy of the limit is offered in the central chapters of this work. Throughout the investigation, several intermediary milestones, in the form of comprehensions, are consolidated. These are of two types. On the one hand, we have found connections between the philosophy of the limit and other philosophies. The most relevant (but not the only) example is that of the phenomenology of the body developed by Merleau-Ponty. On the other hand, we have crystallized the relevant comprehensions in the form of notions such as affective disposition, which is necessary for human beings to experience art in an authentic way (and, ultimately, to live ethically), and the aesthetic-hermeneutic circle and aesthetical-hermeneutic spiral (in these cases, we have made reference to the universal dynamic of human comprehension and communication).These intermediary milestones resonate in the final part of the investigation, where we have tried to create a symphony (Trías) with notes we discovered earlier in such a way that the final melody sounds harmonious and pleasant (in sum, beautiful). Or rather, we may consider this final part as a dance in which the steps which were correctly learned in the course of the investigation which constituted the rehearsal. The lyrics of this final melody tell us of the need to permanently orientate ourselves towards the horizon offered to us by the limit so that we may experience art in an authentic way and also so that we may, above all, attain a way of living which is more ethical (free and just). This implies, we argue, a specific affective disposition whose essence we attempt to determine in this investigation."
"La salud humana, animal y ambiental están interconectadas, ya que todas ellas contribuyen a la emergencia, evolución y diseminación de la resistencia a los antibióticos. Por lo tanto, este problema debe ser abordado desde un enfoque “One Health”. Staphylococcus spp., tanto coagulasa positivo (SCoP) como coagulasa negativo (SCoN), son bacterias comensales de la piel y mucosas de humanos y animales sanos, pero también pueden actuar como patógenos oportunistas, causando infecciones de diversa severidad. El objetivo de esta tesis fue analizar la frecuencia y diversidad de especies, y realizar la caracterización molecular de Staphylococcus spp. de diversos orígenes, incluyendo animales y medio ambiente, con especial atención a genes de resistencia a antibióticos y de virulencia emergentes o inusuales.Se caracterizaron las cepas de Staphylococcus spp. aisladas de muestras traqueales de 242 aves silvestres. Se detectó SCoP en el 8,3% de las aves estudiadas, y los aislados fueron identificados como S. aureus (n=9) y S. delphini (n=12). La gran mayoría de los S. aureus (n=7) fueron resistentes a meticilina (SARM), mecC positivos y del linaje CC130, pero se identificó también una cepa portadora del gen mecA perteneciente al CC398. El gen de virulencia etd2 estuvo presente todas las cepas SARM-mecC, y el clúster de evasión del sistema inmune humano (IEC) tipo-E se identificó en dos de ellas. Las cepas S. delphini fueron sensibles a meticilina, pero todas mostraron resistencia al menos a uno de los antibióticos analizados, con tasas altas de resistencia a penicilina (75%) y tetraciclina (58%). Todos los aislados S. delphini portaban los genes de virulencia lukS-I, siet, y se-int. El 60% de las aves estudiadas eran portadoras de SCoN, y se recuperaron 173 cepas que pertenecían a 11 especies diferentes, con predominancia de S. sciuri (68,2%) y S. lentus (14,5%). El 34% de los SCoN mostraron un fenotipo de multiresistencia y se detectaron 42 cepas resistentes a meticilina (SCoNRM), portadoras del gen mecA. Dos cepas S. sciuri albergaban el gen de virulencia tst.Se analizaron 72 cepas de Staphylococcus aisladas de muestras ambientales (aire y tanque de purines) de dos granjas porcinas, con producción intensiva (PI) y semiextensiva (PSE). Se aislaron cuatro cepas SARM y S. aureus sensible a meticilina (SASM) del linaje CC398, de las muestras de aire de la granja PI. Respecto a los SCoN, 59 de las 68 cepas obtenidas (80%) fueron multiresistentes, y ocho cepas fueron SCoNRM, portadores del gen mecA. Las tasas de resistencia a 5 familias de antibióticos fueron significativamente más altas entre los aislados SCoN de la granja PI que en los de la granja PSE. Se identificó una cepa S. simulans portadora de los genes de la leucocidina de Panton-Valentine (LPV) y tres cepas S. cohnii que albergaban el gen de virulencia eta. Dos cepas S. equroum o S. arlettae aisladas de la granja PI fueron resistentes a linezolid, y potaban portadoras el gen cfr.Se investigaron las líneas genéticas y los genes de virulencia y de resistencia a antibióticos 56 SCoP aislados de animales con signos de infección (cerdos y animales de compañía). Entre las cepas obtenidas de cerdos enfermos (23 S. aureus), se detectaron mayoritariamente cepas SARM-CC398, pero también otros clones asociados a ganado como SARM-CC9, siendo en su mayoría cepas multiresistentes (91%). Una cepa SARM CC398 resistente a linezolid de origen porcino portaba el gen cfr, colocalizado con fexA en una variante del Tn558. Entre las cepas de animales de compañía (cinco S. aureus y 28 S. pseudintermedius) se detectaron nueve cepas resistentes a meticilina mecA positivas y entre las ocho cepas de S. pseudintermedius resistentes a meticilina se identificaron los clones epidémicos ST71, ST68 y ST258. Las cepas S. pseudintermedius presentaron altas tasas de resistencia a penicilina, tetraciclina y trimetoprim-sulfametoxazol (>50%), y todas ellas contenían los genes de virulencia siet, se-int y lukS/F-I. Entre las cinco cepas S. aureus se detectó una cepa SARM del linaje CC398 y cepas SASM de líneas genéticas asociadas a humanos (CC22 y CC5), portadoras de los genes de la LPV y el IEC; también se identificó una cepa SASM con un posible origen equino portadora de los genes lukPQ y scneq.Por último, se realizó un estudio comparativo de los mecanismos de resistencia a linezolid en las cepas de origen animal y ambiental, con los presentes en muestras de origen clínico procedentes de distintos hospitales españoles. El gen cfr se detectó en dos cepas clínicas SARM portadoras del gen mecA: 1) una cepa SARM-CC398, aislada de una muestra nasal de un granjero, con los genes cfr y fexA localizados en una variante del transposón Tn558; 2) una cepa SARM, de una muestra faríngea, en la que se identificó el gen cfr junto con fexA en un plásmido conjugativo de 38864 pb. En el resto de las cepas clínicas (1 SASM Y 17 SCoN) la resistencia a linezolid estuvo mediada por mutaciones puntuales en el ARNr 23S (G2576T o C2534T) y/o cambios aminoacídicos en las proteínas ribosomales L3 y L4. Esta tesis supone una aproximación One Health para entender la dinámica poblacional de Staphylococcus spp., así como el flujo de genes de resistencia y de virulencia, y la interacción de las bacterias de este género en los ámbitos humano, animal y ambiental.","The human, animal and environmental health are interconnected, since all of them can contribute to the emergence, evolution and spread of antibiotic resistance. Hence, this problem must be addressed through a One Health approach. Staphylococcus spp., both coagulase-positive (CoPS) and coagulase-negative (CoNS), are commensal bacteria of the skin and mucous membranes of healthy humans and animals, but they can also act as opportunistic pathogens, causing diseases of diverse severity. The objective of this thesis was to analyze the frequency and diversity of species, and to perform the molecular characterization of Staphylococcus spp. of diverse origins, including animals and the environment, with special attention to emergent and unusual antibiotic resistance and virulence genes.Staphylococcus spp. isolates recovered from tracheal samples of 242 wild birds were characterized. SCoP were recovered from 8.3% of wild birds tested, and the isolates were identified as S. aureus (n=9) and S. delphini (n=12). Most of S. aureus isolates (n=7) were methicillin-resistant (MRSA), mecC-positive and belonged to the lineage CC130, but a mecA-carrying CC398 isolate was also identified. The virulence gene etd2 was present in all MRSA-mecC isolates, and the human immune evasion cluster (IEC) type E was identified in two of them. S. delphini isolates were methicillin-susceptible but showed resistance to at least one of the antimicrobials tested, with high penicillin (75%) and tetracycline (58%) resistance rates. All S. delphini isolates carried the virulence genes lukS-I, siet and se-int. The 60% of birds tested were CoNS-carriers, and 173 isolates were recovered, which belonged to 11 different species with predominance of S. sciuri (68.2%) and S. lentus (14.5%). The 34% of CoNS showed a multidrug resistance phenotype, and 42 mecA-carrying methicillin-resistant CoNS (MRCoNS) were detected. Two S. sciuri isolates harbored the virulence gene tst.Seventy-two staphylococci recovered from environmental samples (air and liquid manure tank) of two pig farms, with intensive production (IP) and semiextensive production (SEP), were analyzed. Four MRSA and MSSA (methicillin-susceptible S. aureus) isolates of lineage CC398 were recovered from the air of the PI farm. Regarding CoNS, multidrug resistance was observed in 59 of the 68 isolates (80%), and eight mecAMRCoNS isolates were identified. The rates of resistance for five groups of antimicrobial agents were significatively higher in CoNS isolates recovered from the IP farm in relation to those of SEP farm. One S. simulans isolate carrying the genes encoding the Panton-Valentine leukocidin (PVL) and three S. cohnii harboring the virulence gene eta were identified. Two S. equorum or S. arlettae isolates recovered from the IP farm showed linezolid resistance and carried the cfr gene.The genetic lineages and the antibiotic resistance and virulence genes of 56 CoPS recovered from animals with signs of infection (pigs and companion animals), were investigated. Among the isolates recovered from diseased pigs (23 S. aureus), a great prevalence of MRSA CC398 was detected, but other livestock associated genetic lineages, such as MRSA CC9, were also identified, most of them (91%) multiresistant isolates. One MRSA CC398 isolate of porcine origin showed linezolid resistance mediated by the cfr gene, which was co-located with the fexA gene in a Tn558 variant. Among the isolates recovered from companion animals (five S. aureus and 28 S. pseudintermedius), nine methicillinresistant isolates (27%) carrying the mecA gene were detected, and the eight methicillin-resistant S. pseudintermedius (MRSP), belonged to the epidemic clones ST71, ST68 and ST258. The S. pseudintermedius isolates showed high penicillin, tetracycline and trimethoprimsulfamethoxazole resistance rates (>50%), and all of them carried the siet, se-int and lukS/F-I virulence genes. Among the S. aureus isolates, a MRSA isolate ascribed to CC398 and MSSA isolates of human-associated genetic lineages (CC22 and CC5) carrying the PVL and IEC encoding genes were detected; a t10576-ST1660 SASM isolate of potential equine origin, harboring the lukPQ and scneq genes, was also identified.Lastly, a comparative study on the mechanisms of linezolid resistance among the animal and environmental isolates, and those recovered from clinical samples of different Spanish hospitals, was performed. The cfr gene was detected in two clinical mecA-MRSA isolates: 1) one MRSA CC398 isolate, recovered from the nasal sample of a pig farmer, with the cfr and fexA genes located in a Tn558 variant; 2) one MRSA isolate, from a pharyngeal sample, with the cfr gene identified together with the fexA gene in a conjugative 38864 bp plasmid. In the remaining clinical isolates (one MSSA and 17 CoNS), linezolid resistance was mediated by point mutations in the rRNA 23S (G2576T or C2534T) and/or amino acid changes in the ribosomal proteins L3 and L4.This thesis brings a One Health approach in order to understand the population dynamics of Staphylococcus spp., the antibiotic resistance and virulence genes flow, as well as the interaction among the bacteria of this genus in the human, animal and environmental settings."
"Los suelos de la cuenca mediterránea están notablemente degradados debido a diversas presiones antropogénicas encontrándose, frecuentemente, referencias sobre el continuo descenso en su contenido de materia orgánica, aumento de la salinidad y modificación de los valores de pH, como resultado de la intensificación en las prácticas agrícolas. Resulta, por tanto, imprescindible realizar el seguimiento de este recurso natural no renovable, especialmente en el escenario actual donde la población mundial continúa aumentando y el recurso suelo disminuyendo.Así, para evaluar los impactos del riego en las propiedades químicas de los suelos de ambiente mediterráneo se definió un área de estudio de 15.030 ha en la cuenca mediterránea, ubicada entre los municipios de Campo Maior y Elvas (Portugal), en donde se encuentra incluido el perímetro de riego del Caia, y se tomaron y analizaron un total de 1.417, y 1.451 muestras compuestas de suelo, en 2001/2002 y 2011/2012, respectivamente. Las muestras de suelo individuales se relacionaron con el sistema cultural practicado, secano o regadío, y el tipo de suelo (Fluvisols, Luvisols, Calcisols y Cambisols), para detectar espacial y temporalmente las diferencias paramétricas entre el sistema cultural. También, se estudiaron las características climáticas de la región. Técnicas de estadística clásica y geoestadística han sido utilizadas para el análisis de los datos.Nuestros resultados sugieren que el área de estudio se aleja de objetivos sostenibles, por lo que resulta necesario adoptar prácticas apropiadas de conservación y manejo del medio edáfico para contrarrestar la presión antropogénica y cambio climático registrado en la zona.","The soils of the Mediterranean basin are notably degraded due to various anthropogenic pressures, being frequent finding in the literature references to the continuous decrease in their organic matter content, increase in salinity and modification of pH values, as a result of the intensification of agricultural practices. It is therefore essential to monitor this non-renewable natural resource, especially in the current scenario where the world population continues to increase, and the soil resource is decreasing. Thus, to evaluate the impacts of irrigation on the chemical properties of Mediterranean soils, a study area of 15.030 ha was defined in the Mediterranean basin, located between the municipalities of Campo Maior and Elvas (Portugal), where it is included the irrigation perimeter of the Caia, and a total of 1.417 and 1.451 composite soil samples were taken and analyzed, in 2001/2002 and 2011/2012, respectively. The individual soil samples were related to the cultural system practiced, rainfed or irrigation, and the type of soil (Fluvisols, Luvisols, Calcisols and Cambisols), to detect spatially and temporally the parametric differences between the cultural system. Also, the climatic characteristics of the region were studied. Classic statistical and geostatistical techniques have been used for data analysis. Our results suggest that the study area is far from sustainable objectives, so it is necessary to adopt appropriate conservation and management practices of the edaphic environment to counteract the anthropogenic pressure and climate change registered in the area"
"El queso puede definirse como el alimento que resulta de la acidificación de la leche por bacterias lácticas (p. ej., lactococos, estreptococos y lactobacilos) y posterior coagulación de las caseínas por enzimas coagulantes (p. ej., quimosina, ciprosina y cuajos recombinantes), seguido del corte del gel formado (cuajada) y su desuerado, que posteriormente se moldea, prensa y sala y se somete a maduración durante un tiempo variable dependiendo del tipo de queso, desde fresco de consumo inmediato(p. ej., queso de Burgos y Villalón) hasta varios meses (la mayoría) e incluso años(p. ej., Grana Padano). La microbiota que participa en la acidificación y maduración(láctica, fúngica, etc.), las operaciones efectuadas en la cuajada (coagulación lácticao enzimática, corte, cocción, deshidratación, etc.) y las condiciones de maduración(tiempo, humedad y temperatura) determinan las características propias de cada variedad de queso...","Cheese might be defined as the food resulting from the acidification of milk by lacticacid bacteria (e.g. lactococci, streptococci and lactobacilli) and subsequent coagulation of caseins by clotting enzymes (e.g., chymosin, cyprosine and recombinant rennet), followed by the cutting of the formed gel (curd) and its draining, which is moulded, pressed and salted afterwards. Finally, it is ripened for avariable time depending on the cheese type, i.e. from fresh cheese for immediate consumption (e.g. Burgos and Villalón cheese) to several months (most varieties) or even years (e.g. Grana Padano). The microbiota involved in the acidification and ripening steps (lactic, fungal, etc.), the operations carried out on the curd (lactic or enzymatic coagulation, cutting, cooking, dehydration, etc.) and the ripening conditions (time, humidity and temperature) determine the final characteristics of each cheese variety..."
